"c3","date","country","COLLEGE","SG","SJ","COMM","ECFIN","ENTR","COMP","EMPL","AGRI","MOVE","ENER","ENV","CLIMA","RTD","JRC","INFSO","MARE","MARKT","REGIO","TAXUD","EAC","HOME","JUST","FPI","TRADE","DEVCO","ECHO","ESTAT","HR","DIGIT","BUDG","IAS","OLAF","SCIC","DGT","OP","OIB","PMO","OIL","EPSO","CdP.OSP","CNECT","GROW","FISMA","SANTE","NEAR","NON.ASSIGN.DG","TF50","SRSS","DEFIS","IDEA","REFORM","UKTF","total","INTPA","HERA","year","month","spring"
"0",2021-04-01,"Finland",14,5,7,22,7,0,12,12,7,8,16,8,4,11,29,0,0,0,11,7,5,3,10,6,16,0,11,21,21,4,5,3,5,20,94,13,4,2,2,5,0,23,17,4,14,16,0,0,0,3,0,3,0,526,16,0,2021,4,1
"0",2022-04-01,"Finland",14,4,8,24,10,0,12,12,7,9,14,7,4,9,26,0,0,0,11,7,5,4,11,5,15,0,12,16,26,4,5,2,5,21,89,13,4,2,2,4,0,20,16,3,13,15,0,0,0,3,0,3,0,514,18,0,2022,4,1
"0",2023-01-01,"France",34,88,37,77,42,0,88,54,64,40,79,56,31,87,205,0,54,0,44,48,44,47,30,35,50,0,57,59,151,68,41,14,27,41,81,95,95,103,161,14,0,85,63,42,61,153,0,0,0,31,2,10,0,3194,395,11,2023,1,1
"0",2021-10-01,"France",31,83,33,71,38,0,90,56,66,42,77,48,26,84,218,0,47,0,52,50,41,49,29,34,53,0,59,60,166,67,42,12,27,46,81,93,95,111,152,14,0,85,67,42,59,137,0,0,0,24,2,11,0,3171,399,2,2021,10,0
"0",2021-07-01,"France",29,86,37,70,38,0,81,60,68,41,80,47,24,87,211,0,45,0,51,51,41,49,30,30,53,0,57,62,164,70,42,11,28,44,81,93,93,110,149,13,0,87,66,42,60,135,0,0,0,24,2,10,0,3149,397,0,2021,7,0
"0",2022-07-01,"France",35,84,33,76,39,0,87,52,67,41,77,56,31,91,213,0,52,0,50,53,41,46,31,33,51,0,57,59,157,70,43,12,28,45,80,94,94,111,158,14,0,87,68,42,55,138,0,0,0,29,2,12,0,3215,410,11,2022,7,0
"0",2022-01-01,"France",32,85,33,71,38,0,92,58,66,43,78,50,28,87,213,0,47,0,54,52,43,48,31,33,52,0,58,62,153,68,44,12,26,47,79,95,96,110,152,15,0,84,67,41,53,135,0,0,0,25,2,11,0,3183,409,5,2022,1,1
"0",2022-10-01,"France",33,90,36,78,39,0,90,55,63,39,79,54,30,86,212,0,53,0,47,52,43,49,32,35,49,0,57,59,148,71,43,13,27,43,80,95,93,108,160,14,0,85,64,42,57,152,0,0,0,30,2,12,0,3208,397,12,2022,10,0
"0",2021-04-01,"France",30,82,36,68,34,0,86,61,70,43,79,47,24,92,216,0,42,0,48,52,42,51,29,28,52,0,61,61,161,68,42,10,27,43,88,93,92,112,149,13,0,88,67,43,61,136,0,0,0,25,2,9,0,3160,397,0,2021,4,1
"0",2022-04-01,"France",35,86,33,72,38,0,90,54,65,41,75,55,29,90,210,0,50,0,53,50,42,46,30,34,50,0,57,61,154,69,45,12,27,45,81,95,95,109,156,15,0,87,69,41,52,138,0,0,0,24,2,12,0,3187,406,7,2022,4,1
"0",2021-01-01,"France",31,78,34,68,32,0,89,62,70,42,82,47,23,106,212,0,44,0,49,51,40,52,27,27,54,0,60,59,158,69,43,11,28,43,85,95,91,112,148,13,0,88,67,40,60,138,0,0,0,24,2,10,11,3162,387,0,2021,1,1
"0",2021-07-01,"Croatia",10,5,5,23,13,0,10,13,12,6,4,13,3,3,17,0,1,0,6,8,8,13,8,2,3,0,4,14,17,5,3,2,5,10,67,10,1,1,0,2,0,7,6,5,9,16,0,0,0,2,0,4,0,384,8,0,2021,7,0
"0",2023-01-01,"Croatia",12,7,5,23,12,0,10,15,14,10,4,12,3,3,19,0,1,0,8,4,8,14,7,1,8,0,4,17,18,6,4,3,6,11,69,13,1,2,0,2,0,10,8,7,10,11,0,0,0,2,0,7,0,422,11,0,2023,1,1
"0",2022-10-01,"Croatia",12,6,5,23,12,0,9,15,14,9,4,12,3,3,18,0,1,0,8,4,8,14,7,1,8,0,4,17,18,5,4,3,6,11,67,13,1,2,0,2,0,11,7,7,10,12,0,0,0,2,0,7,0,417,11,1,2022,10,0
"0",2021-04-01,"Croatia",10,4,5,22,12,0,10,10,12,5,4,15,3,3,18,0,1,0,6,7,8,13,8,2,2,0,3,14,17,5,3,1,5,10,68,10,0,1,0,2,0,8,7,5,9,16,0,0,0,2,0,5,0,380,9,0,2021,4,1
"0",2021-01-01,"Croatia",9,5,5,22,10,0,9,9,11,3,4,14,3,6,19,0,1,0,6,7,8,12,8,2,2,0,3,13,13,4,3,2,5,10,68,11,0,1,0,2,0,7,6,5,10,17,0,0,0,2,0,6,0,373,10,0,2021,1,1
"0",2022-07-01,"Croatia",12,7,5,22,14,0,9,16,14,9,4,12,3,3,15,0,1,0,8,5,9,14,7,1,8,0,3,17,18,5,3,2,6,11,68,13,1,1,0,2,0,10,6,7,10,13,0,0,0,1,0,7,0,414,11,1,2022,7,0
"0",2021-10-01,"Croatia",10,6,5,22,12,0,10,15,12,9,4,13,3,4,16,0,1,0,7,6,8,14,7,1,5,0,4,15,17,4,3,2,5,10,69,11,1,1,0,2,0,9,6,4,9,15,0,0,0,2,0,5,0,392,8,0,2021,10,0
"0",2022-01-01,"Croatia",10,7,5,22,11,0,11,16,12,9,4,13,3,4,16,0,1,0,6,6,9,14,6,1,6,0,5,15,18,4,3,2,5,11,67,11,1,1,0,2,0,9,6,5,9,15,0,0,0,2,0,5,0,398,9,1,2022,1,1
"0",2022-04-01,"Croatia",10,7,5,22,13,0,10,15,11,10,5,13,3,3,15,0,1,0,6,6,9,14,6,1,7,0,3,15,18,5,3,2,7,11,67,12,1,1,0,2,0,10,6,5,9,15,0,0,0,2,0,5,0,401,9,1,2022,4,1
"0",2022-01-01,"Hungary",9,23,12,28,24,0,24,38,37,9,19,9,4,27,42,0,3,0,33,15,14,25,16,3,21,0,6,29,21,8,8,6,13,20,74,24,8,5,2,3,0,22,15,11,27,16,0,0,0,6,0,3,0,782,18,2,2022,1,1
"0",2021-10-01,"Hungary",9,23,12,29,25,0,26,36,37,10,20,10,3,27,41,0,3,0,34,15,14,24,16,3,21,0,5,28,20,6,8,7,12,20,73,24,9,5,2,3,0,21,14,11,26,16,0,0,0,6,0,3,0,776,18,1,2021,10,0
"0",2023-01-01,"Hungary",12,20,12,31,25,0,24,39,43,9,25,6,5,26,38,0,2,0,31,15,18,25,17,3,22,0,7,27,24,9,8,6,12,22,78,27,7,4,2,4,0,21,15,10,26,15,0,0,0,6,0,6,0,807,21,2,2023,1,1
"0",2022-10-01,"Hungary",12,21,13,31,25,0,24,39,43,9,25,8,4,26,38,0,2,0,31,15,18,25,16,3,22,0,7,27,22,7,8,6,12,22,77,26,6,5,2,4,0,24,16,10,26,15,0,0,0,6,0,6,0,808,21,3,2022,10,0
"0",2022-04-01,"Hungary",8,22,13,31,24,0,24,40,38,10,19,9,4,26,39,0,3,0,33,14,16,25,16,3,21,0,6,29,20,8,9,6,13,21,76,24,7,5,2,4,0,22,15,10,27,15,0,0,0,6,0,3,0,787,19,2,2022,4,1
"0",2021-07-01,"Hungary",10,23,12,30,25,0,28,30,37,10,19,11,3,25,43,0,3,0,34,17,15,24,16,3,20,0,3,28,19,6,8,6,12,20,76,22,9,5,3,3,0,21,13,11,26,15,0,0,0,6,0,4,0,771,17,0,2021,7,0
"0",2022-07-01,"Hungary",10,22,13,30,25,0,23,41,41,10,21,8,4,25,39,0,2,0,34,15,16,25,16,3,20,0,7,28,22,8,8,6,13,22,77,24,7,5,1,4,0,24,15,10,26,15,0,0,0,6,0,5,0,799,20,3,2022,7,0
"0",2021-04-01,"Hungary",11,21,13,29,26,0,26,30,37,10,19,11,4,27,42,0,3,0,33,17,17,25,16,3,20,0,4,29,20,4,6,6,11,20,76,24,9,5,2,3,0,20,14,11,25,16,0,0,0,6,0,5,0,771,15,0,2021,4,1
"0",2021-01-01,"Hungary",11,15,13,29,26,0,30,29,37,9,19,11,4,28,43,0,4,0,32,17,19,25,17,3,20,0,4,29,20,5,5,6,11,21,79,23,9,5,2,3,0,21,17,12,26,15,0,0,0,5,0,6,2,780,13,0,2021,1,1
"0",2022-10-01,"Ireland",17,13,9,16,9,0,12,5,9,9,10,8,3,15,39,0,10,0,5,8,7,5,4,8,5,0,8,6,19,6,11,0,8,14,81,6,6,4,0,3,0,17,11,5,58,19,0,0,0,2,0,2,0,540,25,3,2022,10,0
"0",2023-01-01,"Ireland",18,13,9,17,9,0,11,5,8,8,9,8,3,15,39,0,10,0,5,8,7,4,5,6,5,0,8,5,19,4,11,0,8,14,83,4,5,5,0,3,0,17,11,5,57,20,0,0,0,2,0,2,0,533,25,3,2023,1,1
"0",2021-10-01,"Ireland",16,12,10,21,8,0,13,5,11,10,12,10,2,16,41,0,8,0,5,8,7,3,4,8,7,0,9,5,21,3,9,0,8,14,80,3,6,3,0,3,0,15,9,4,64,18,0,0,0,3,0,2,0,540,24,0,2021,10,0
"0",2022-07-01,"Ireland",17,12,9,15,10,0,11,5,9,10,11,8,2,15,40,0,8,0,5,8,7,4,4,8,6,0,9,5,20,6,11,0,8,14,84,5,6,4,0,3,0,16,11,3,60,17,0,0,0,2,0,2,0,538,25,3,2022,7,0
"0",2021-04-01,"Ireland",19,14,10,20,10,0,14,4,11,10,11,13,2,16,42,0,6,0,6,9,6,3,5,8,7,0,11,5,19,4,8,0,8,15,65,4,6,3,0,3,0,16,10,3,65,19,0,0,0,5,0,2,0,543,26,0,2021,4,1
"0",2021-07-01,"Ireland",16,11,11,20,8,0,14,5,10,11,12,12,2,16,41,0,7,0,6,7,7,3,4,8,6,0,10,5,19,4,9,0,8,15,65,4,6,3,0,3,0,16,9,4,65,20,0,0,0,3,0,2,0,531,24,0,2021,7,0
"0",2022-01-01,"Ireland",16,12,9,20,9,0,13,5,11,10,12,9,2,17,41,0,8,0,5,8,7,3,4,9,6,0,10,6,20,4,9,0,8,14,88,4,6,4,0,3,0,15,11,5,63,17,0,0,0,3,0,2,0,553,25,0,2022,1,1
"0",2021-01-01,"Ireland",19,12,11,21,10,0,13,5,10,10,11,14,1,23,42,0,5,0,6,9,7,3,5,6,7,0,12,5,20,2,8,1,9,15,65,5,6,3,0,2,0,16,10,3,62,21,0,0,0,5,0,2,1,549,26,0,2021,1,1
"0",2022-04-01,"Ireland",16,12,9,17,9,0,11,5,10,10,11,8,2,17,41,0,9,0,5,8,7,4,4,8,6,0,9,6,20,6,11,0,8,14,87,4,6,4,0,3,0,15,11,4,63,18,0,0,0,3,0,2,0,550,25,2,2022,4,1
"0",2021-04-01,"Italy",36,56,28,76,83,0,91,86,95,47,59,40,26,134,890,0,30,0,64,42,56,64,39,35,70,0,59,68,154,52,44,12,46,71,103,34,279,91,31,3,0,82,93,45,84,173,0,0,0,19,1,22,0,4091,378,0,2021,4,1
"0",2022-07-01,"Italy",40,66,34,85,94,0,110,87,91,43,64,47,32,151,881,0,32,0,63,49,50,75,43,41,77,0,66,67,171,50,50,13,42,74,102,36,273,89,33,3,0,96,86,49,85,181,0,0,0,22,1,32,0,4268,387,5,2022,7,0
"0",2022-10-01,"Italy",40,69,35,83,94,0,109,91,96,45,72,50,34,152,875,0,33,0,67,46,52,79,44,49,75,0,66,68,170,51,51,14,41,76,102,36,271,91,32,3,0,100,89,52,81,186,0,0,0,24,1,29,0,4316,386,6,2022,10,0
"0",2021-10-01,"Italy",39,56,29,75,92,0,106,80,94,47,63,42,32,136,897,0,32,0,68,43,54,63,40,38,73,0,64,72,164,55,48,12,40,71,100,35,279,90,33,3,0,88,85,48,84,175,0,0,0,19,1,27,0,4172,379,1,2021,10,0
"0",2021-07-01,"Italy",37,56,29,75,90,0,103,82,93,48,60,41,30,128,892,0,30,0,65,42,55,64,40,36,71,0,62,70,157,52,48,12,43,72,101,34,280,89,32,3,0,83,91,47,86,172,0,0,0,20,1,24,0,4128,382,0,2021,7,0
"0",2023-01-01,"Italy",41,66,35,79,91,0,113,91,100,45,72,48,34,153,878,0,33,0,70,45,55,86,43,46,77,0,63,67,162,52,52,14,41,77,101,35,266,97,31,4,0,97,92,51,82,185,0,0,0,25,1,31,0,4315,383,5,2023,1,1
"0",2021-01-01,"Italy",38,52,28,78,77,0,89,88,95,44,59,40,25,172,872,0,30,0,64,43,55,58,42,36,71,0,60,66,153,54,45,11,49,72,103,33,278,91,32,3,0,89,94,47,78,175,0,0,0,17,2,22,5,4110,375,0,2021,1,1
"0",2022-01-01,"Italy",40,56,30,83,94,0,110,82,89,44,63,42,32,145,896,0,32,0,69,47,53,64,40,39,77,0,64,69,161,52,49,12,39,74,103,35,274,89,32,3,0,87,87,52,84,173,0,0,0,21,1,27,0,4200,383,2,2022,1,1
"0",2022-04-01,"Italy",41,62,34,80,95,0,112,85,88,43,63,46,33,146,882,0,33,0,65,45,54,69,44,39,78,0,58,69,167,52,51,12,39,73,103,34,271,89,33,3,0,93,88,52,84,178,0,0,0,23,1,29,0,4229,386,4,2022,4,1
"0",2022-07-01,"Lithuania",11,13,6,25,19,0,8,12,13,6,13,6,2,12,24,0,6,0,11,8,6,10,5,2,12,0,3,9,14,5,8,3,6,17,71,13,0,1,2,4,0,6,9,6,9,17,0,0,0,2,0,0,0,447,12,0,2022,7,0
"0",2021-10-01,"Lithuania",11,13,7,20,16,0,8,12,11,4,17,8,1,12,22,0,5,0,12,7,6,9,5,1,13,0,5,11,15,4,9,3,6,17,74,14,0,2,2,3,0,6,8,6,11,17,0,0,0,2,0,0,0,448,13,0,2021,10,0
"0",2022-10-01,"Lithuania",11,14,7,25,20,0,7,13,13,6,12,6,1,12,23,0,9,0,13,8,6,11,7,2,11,0,3,9,15,5,9,2,6,17,73,13,0,1,2,4,0,5,10,6,9,15,0,0,0,2,0,0,0,454,11,0,2022,10,0
"0",2021-01-01,"Lithuania",10,15,7,20,14,0,9,12,10,5,17,7,1,12,23,0,5,0,13,7,6,8,5,1,13,0,5,10,13,5,9,3,6,18,78,14,0,2,1,3,0,6,8,6,11,16,0,0,0,2,0,0,1,452,15,0,2021,1,1
"0",2021-07-01,"Lithuania",10,15,7,19,15,0,8,11,11,5,17,7,1,9,23,0,5,0,12,7,6,8,3,2,13,0,5,10,15,5,10,3,6,17,75,13,0,2,1,3,0,6,9,6,10,16,0,0,0,2,0,0,0,443,15,0,2021,7,0
"0",2023-01-01,"Lithuania",11,14,7,25,20,0,7,13,14,6,11,6,1,12,22,0,9,0,12,9,6,11,7,2,11,0,3,9,15,5,8,2,6,17,74,13,0,1,2,4,0,6,10,7,9,16,0,0,0,1,0,0,0,456,12,0,2023,1,1
"0",2022-04-01,"Lithuania",11,11,7,24,18,0,9,13,13,6,16,6,1,11,24,0,7,0,10,7,6,9,5,1,13,0,3,10,15,4,9,3,6,17,71,13,0,2,2,4,0,6,9,7,9,16,0,0,0,1,0,0,0,447,12,0,2022,4,1
"0",2022-01-01,"Lithuania",11,10,7,23,18,0,8,13,12,4,17,7,1,12,22,0,6,0,12,7,6,9,5,1,13,0,5,10,15,4,9,3,6,17,73,13,0,2,2,3,0,6,9,6,10,17,0,0,0,2,0,0,0,448,12,0,2022,1,1
"0",2021-04-01,"Lithuania",10,15,7,19,15,0,9,12,10,5,17,6,1,9,24,0,5,0,13,7,6,8,4,2,13,0,5,10,14,5,9,3,6,18,75,14,0,2,1,3,0,6,9,6,10,16,0,0,0,2,0,0,0,446,15,0,2021,4,1
"0",2021-10-01,"Luxembourg",3,1,0,5,0,0,1,3,2,1,7,0,0,2,7,0,1,0,3,0,2,2,2,0,2,0,0,6,3,2,0,1,2,1,5,12,3,1,7,1,0,3,3,1,2,3,0,0,0,1,0,0,0,104,3,0,2021,10,0
"0",2022-01-01,"Luxembourg",3,1,0,5,0,0,1,2,2,1,7,0,0,2,7,0,1,0,3,0,2,2,2,0,2,0,0,7,2,3,0,1,2,1,4,12,3,1,7,1,0,3,3,1,2,3,0,0,0,1,0,0,0,103,3,0,2022,1,1
"0",2023-01-01,"Luxembourg",3,0,0,3,0,0,1,2,1,0,8,0,1,2,7,0,1,0,4,0,2,2,2,0,2,0,0,6,1,3,0,1,1,1,4,11,3,1,6,1,0,3,3,0,2,3,0,0,0,1,0,0,0,97,5,0,2023,1,1
"0",2022-04-01,"Luxembourg",3,1,0,4,0,0,1,2,2,1,7,0,1,2,7,0,1,0,3,0,2,2,2,0,2,0,0,7,1,3,0,1,2,1,4,10,3,1,7,1,0,3,3,0,2,3,0,0,0,1,0,0,0,100,4,0,2022,4,1
"0",2021-01-01,"Luxembourg",3,1,0,4,0,0,1,2,2,1,7,1,0,2,6,0,1,0,3,0,2,1,1,0,2,0,0,6,5,2,0,1,2,1,5,13,4,1,7,1,0,4,3,1,2,3,0,0,0,1,0,0,0,106,4,0,2021,1,1
"0",2022-07-01,"Luxembourg",3,0,0,4,0,0,1,2,1,0,8,0,1,2,7,0,1,0,4,0,2,2,2,0,2,0,0,7,1,3,0,1,1,1,4,10,3,1,7,1,0,3,3,0,2,3,0,0,0,1,0,0,0,98,4,0,2022,7,0
"0",2021-07-01,"Luxembourg",3,1,0,4,0,0,1,2,2,1,7,1,0,2,7,0,1,0,3,0,2,2,1,0,2,0,0,6,4,2,0,1,2,1,5,13,3,1,6,1,0,4,3,1,2,3,0,0,0,1,0,0,0,104,3,0,2021,7,0
"0",2022-10-01,"Luxembourg",3,0,0,3,0,0,1,2,1,0,8,0,1,2,7,0,1,0,4,0,2,2,2,0,2,0,0,7,1,3,0,1,1,1,4,11,3,1,7,1,0,3,3,0,2,3,0,0,0,1,0,0,0,97,3,0,2022,10,0
"0",2021-04-01,"Luxembourg",3,1,0,4,0,0,1,2,2,1,7,1,0,2,6,0,1,0,3,0,2,2,1,0,2,0,0,5,5,2,0,1,2,1,5,13,3,1,7,1,0,4,3,1,2,3,0,0,0,1,0,0,0,105,4,0,2021,4,1
"0",2022-07-01,"Latvia",7,8,6,15,6,0,1,11,7,4,9,4,1,5,8,0,4,0,13,7,2,1,4,3,2,0,0,11,1,3,2,4,3,14,71,9,0,2,0,1,0,2,2,5,3,8,0,0,0,0,0,1,0,277,6,1,2022,7,0
"0",2023-01-01,"Latvia",6,7,7,18,6,0,1,12,6,4,9,4,3,5,5,0,4,0,13,7,2,0,4,4,2,0,0,10,1,3,2,4,3,14,71,9,0,2,0,1,0,3,2,5,3,7,0,0,0,0,0,1,0,276,5,1,2023,1,1
"0",2022-04-01,"Latvia",8,8,6,14,6,0,2,10,6,4,9,4,1,6,8,0,4,0,13,7,2,2,4,2,2,0,0,11,1,3,2,4,3,13,73,9,0,2,0,1,0,2,2,6,3,8,0,0,0,0,1,1,0,279,5,1,2022,4,1
"0",2022-01-01,"Latvia",8,8,6,13,6,0,2,10,6,4,9,4,1,6,9,0,4,0,13,7,2,2,4,2,2,0,0,11,2,3,2,4,2,13,74,9,0,2,0,0,0,2,2,6,3,8,0,0,0,0,1,1,0,279,5,1,2022,1,1
"0",2022-10-01,"Latvia",7,8,7,17,6,0,1,12,7,4,9,4,2,4,6,0,4,0,12,7,2,1,4,3,2,0,0,11,1,3,2,4,3,14,70,9,0,2,0,1,0,3,2,5,3,8,0,0,0,0,0,1,0,277,5,1,2022,10,0
"0",2021-10-01,"Latvia",8,8,6,13,5,0,2,10,6,4,8,4,1,6,10,0,4,0,13,7,2,2,4,2,2,0,1,11,2,3,3,4,2,14,74,9,0,2,0,0,0,2,1,5,3,9,0,0,0,0,1,2,0,280,5,0,2021,10,0
"0",2021-04-01,"Latvia",7,5,7,13,5,0,3,8,4,5,8,3,2,5,12,0,4,0,12,9,3,2,4,2,2,0,1,11,2,2,3,4,2,15,74,9,0,2,0,0,0,3,1,5,3,9,0,0,0,0,1,2,0,279,5,0,2021,4,1
"0",2021-01-01,"Latvia",7,3,7,15,4,0,3,10,4,4,9,3,2,7,12,0,3,0,11,8,3,2,3,1,2,0,1,11,1,3,3,4,2,14,73,9,0,2,0,0,0,3,1,6,3,10,0,0,0,0,1,2,1,278,5,0,2021,1,1
"0",2021-07-01,"Latvia",7,6,7,14,4,0,2,10,5,4,8,4,2,5,12,0,4,0,12,8,2,2,4,2,2,0,1,11,2,3,3,4,2,14,74,9,0,2,0,0,0,3,2,5,3,7,0,0,0,0,1,2,0,279,5,0,2021,7,0
"0",2023-01-01,"Malta",6,2,4,9,5,0,0,2,2,1,1,1,0,3,4,0,2,0,3,1,0,6,3,0,0,0,3,1,4,4,2,1,1,9,63,6,1,0,0,1,0,4,1,1,8,1,0,0,0,1,1,0,0,173,5,0,2023,1,1
"0",2022-10-01,"Malta",7,2,4,9,5,0,0,2,2,1,0,1,0,3,4,0,3,0,3,1,0,6,3,0,0,0,3,1,4,4,2,1,1,9,64,5,1,0,0,1,0,4,1,1,7,1,0,0,0,1,1,0,0,173,5,0,2022,10,0
"0",2022-01-01,"Malta",7,1,5,10,3,0,0,1,2,1,0,1,0,3,4,0,3,0,4,1,0,8,3,0,0,0,2,1,4,4,2,1,0,9,66,5,0,0,0,2,0,3,1,1,7,1,0,0,0,1,1,0,0,173,5,0,2022,1,1
"0",2021-10-01,"Malta",8,1,5,11,2,0,0,1,2,1,0,1,0,3,3,0,2,0,4,1,0,8,3,0,0,0,2,1,4,4,2,1,0,8,67,4,0,0,0,2,0,3,1,1,7,1,0,0,0,1,0,0,0,170,5,0,2021,10,0
"0",2022-07-01,"Malta",7,1,5,10,5,0,0,2,2,1,0,1,0,3,4,0,3,0,4,1,0,7,3,0,0,0,2,1,4,4,2,1,0,9,63,5,1,0,0,1,0,4,1,1,7,1,0,0,0,1,1,0,0,173,5,0,2022,7,0
"0",2022-04-01,"Malta",7,1,5,10,5,0,0,1,2,1,0,1,0,3,4,0,3,0,4,1,0,8,3,0,0,0,2,1,4,4,2,1,0,9,64,5,0,0,0,1,0,3,1,1,7,1,0,0,0,1,1,0,0,172,5,0,2022,4,1
"0",2021-07-01,"Malta",8,1,5,10,2,0,1,2,2,1,0,2,0,2,3,0,2,0,4,1,0,7,3,0,0,0,2,1,4,4,2,1,0,8,65,5,0,0,0,2,0,3,1,1,7,1,0,0,0,1,0,0,0,169,5,0,2021,7,0
"0",2021-04-01,"Malta",7,1,5,11,2,0,1,2,2,1,0,2,0,2,3,0,2,0,4,1,0,8,3,0,0,0,1,1,4,4,1,1,0,8,66,5,0,0,0,2,0,3,1,1,7,1,0,0,0,1,0,0,0,169,5,0,2021,4,1
"0",2021-01-01,"Malta",7,0,5,11,2,0,1,2,2,1,0,3,0,2,3,0,2,0,4,1,0,7,3,0,0,0,1,1,4,5,1,1,0,8,66,5,0,0,0,2,0,4,1,1,7,1,0,0,0,1,0,0,0,170,5,0,2021,1,1
"0",2022-07-01,"Netherlands",6,18,12,13,21,0,18,11,17,4,11,13,10,23,69,0,5,0,12,7,5,18,12,2,16,0,8,11,21,8,9,1,4,17,34,4,2,5,3,1,0,22,15,11,14,16,0,0,0,5,1,4,0,585,43,3,2022,7,0
"0",2021-10-01,"Netherlands",6,20,14,14,22,0,18,11,18,4,11,11,10,24,75,0,6,0,12,7,4,18,12,2,17,0,7,12,24,8,9,1,4,18,34,2,2,5,3,1,0,23,14,11,13,20,0,0,0,7,0,3,0,603,44,2,2021,10,0
"0",2021-07-01,"Netherlands",6,21,13,14,20,0,17,12,18,4,12,11,10,26,75,0,6,0,12,7,5,17,12,3,17,0,7,11,23,5,9,1,4,18,36,2,2,5,3,1,0,23,14,11,15,21,0,0,0,6,0,4,0,599,40,0,2021,7,0
"0",2023-01-01,"Netherlands",7,17,12,15,19,0,21,11,17,4,12,12,11,24,66,0,4,0,11,7,5,17,9,3,18,0,8,11,22,8,11,0,4,16,35,4,2,5,3,1,0,21,13,11,14,15,0,0,0,5,1,3,0,583,45,3,2023,1,1
"0",2021-01-01,"Netherlands",5,18,13,14,21,0,17,14,18,5,10,10,10,32,74,0,7,0,12,8,5,16,12,2,17,0,5,10,22,5,8,1,4,19,36,3,1,5,3,1,0,23,16,8,13,22,0,0,0,6,0,5,1,599,42,0,2021,1,1
"0",2021-04-01,"Netherlands",6,18,13,14,20,0,17,13,18,4,12,11,10,27,75,0,7,0,12,8,4,16,12,2,17,0,5,10,23,5,9,1,4,19,36,3,2,5,3,1,0,22,14,9,14,21,0,0,0,6,0,5,0,594,41,0,2021,4,1
"0",2022-10-01,"Netherlands",6,17,12,15,21,0,20,11,17,4,12,13,11,24,66,0,5,0,12,7,5,16,11,3,19,0,8,11,21,8,10,1,4,16,34,4,2,5,3,1,0,21,14,11,14,14,0,0,0,6,1,4,0,585,42,3,2022,10,0
"0",2022-01-01,"Netherlands",6,19,14,13,21,0,18,12,18,4,11,11,9,23,71,0,5,0,12,7,5,18,13,2,17,0,7,10,23,8,9,1,4,18,33,2,2,5,3,1,0,23,14,12,13,18,0,0,0,7,0,3,0,592,44,3,2022,1,1
"0",2022-04-01,"Netherlands",6,19,12,14,21,0,19,11,17,4,11,13,9,24,67,0,5,0,12,7,5,18,13,2,17,0,7,10,23,8,9,1,4,18,33,2,2,5,3,1,0,22,15,11,13,17,0,0,0,6,1,3,0,589,45,4,2022,4,1
"0",2022-04-01,"Other",0,0,0,4,0,0,1,0,1,0,0,0,0,4,29,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,3,2,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,57,4,0,2022,4,1
"0",2022-10-01,"Other",0,0,0,2,2,0,1,0,1,1,0,0,0,3,32,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,3,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,59,4,0,2022,10,0
"0",2022-07-01,"Other",0,0,0,3,1,0,1,0,1,0,0,0,0,3,29,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,3,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,55,4,0,2022,7,0
"0",2023-01-01,"Other",0,0,0,2,2,0,1,0,1,1,0,0,0,3,31,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,3,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,60,4,0,2023,1,1
"0",2021-04-01,"Other",0,1,0,2,0,0,0,0,0,0,0,0,0,2,27,0,1,0,0,0,1,1,2,0,1,0,1,1,1,0,0,0,0,2,2,2,2,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,57,4,0,2021,4,1
"0",2021-10-01,"Other",0,0,0,2,0,0,1,0,0,0,0,0,0,2,28,0,1,0,0,0,1,1,2,0,1,0,1,1,1,0,0,0,0,2,1,3,3,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,61,4,0,2021,10,0
"0",2021-07-01,"Other",0,0,0,2,0,0,0,0,0,0,0,0,0,2,30,0,1,0,0,0,1,1,2,0,1,0,1,1,1,0,0,0,0,2,2,3,2,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,60,3,0,2021,7,0
"0",2022-01-01,"Other",0,0,0,2,0,0,1,0,1,0,0,0,0,3,28,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,3,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,52,3,0,2022,1,1
"0",2021-01-01,"Other",0,0,0,2,0,0,2,0,0,0,0,0,0,3,29,0,1,0,0,0,1,1,2,0,1,0,1,1,1,0,0,0,0,2,1,2,2,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,60,3,0,2021,1,1
